Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login_Suite,Chrome 86.0.4240.75,Login_Suite,,2021-02-18 19:41:05,2021-02-18 19:43:59,2m - 53.850s,PASSED
,,,,,,,
"Test Cases/TC_Login_RegisterUserAndForgotYourPassword/BasicTCs/CSP-T74_1.0_As a User, I want to verify that system send me a forget my password link when I request",Chrome 86.0.4240.75,,,2021-02-18 19:41:07,2021-02-18 19:41:26,19.475s,PASSED
"excelTestData = findTestData(""Data Files/TestData/InspectTestData"")",Chrome 86.0.4240.75,,,2021-02-18 19:41:07,2021-02-18 19:41:07,0.528s,PASSED
"validationMessage = excelTestData.getValue(2, 8)",Chrome 86.0.4240.75,,,2021-02-18 19:41:07,2021-02-18 19:41:07,0.021s,PASSED
"obj = findTestObject(""LoginAndRigisterUser/LoginLink"")",Chrome 86.0.4240.75,,,2021-02-18 19:41:07,2021-02-18 19:41:07,0.041s,PASSED
"forgotPwd = findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwd"")",Chrome 86.0.4240.75,,,2021-02-18 19:41:07,2021-02-18 19:41:07,0.022s,PASSED
"ForgotPwdSubmitBtn = findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwdSubmitBtn"")",Chrome 86.0.4240.75,,,2021-02-18 19:41:07,2021-02-18 19:41:07,0.022s,PASSED
customKeywords.commanFunctions.openBrowser(),Chrome 86.0.4240.75,,,2021-02-18 19:41:07,2021-02-18 19:41:20,12.731s,PASSED
"waitForElementClickable(findTestObject(""LoginAndRigisterUser/LoginLink""), TimeOut)",Chrome 86.0.4240.75,,,2021-02-18 19:41:20,2021-02-18 19:41:21,0.448s,PASSED
customKeywords.commanFunctions.clickElementWithJS(obj),Chrome 86.0.4240.75,,,2021-02-18 19:41:21,2021-02-18 19:41:21,0.546s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwd""), TimeOut)",Chrome 86.0.4240.75,,,2021-02-18 19:41:21,2021-02-18 19:41:22,0.520s,PASSED
customKeywords.commanFunctions.clickElementWithJS(forgotPwd),Chrome 86.0.4240.75,,,2021-02-18 19:41:22,2021-02-18 19:41:22,0.581s,PASSED
