Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Suite_LogIn_RigisterUserAndForgotPwd_Module,Chrome 86.0.4240.75,,,2021-02-01 16:24:08,2021-02-01 16:27:17,3m - 9.567s,PASSED
,,,,,,,
Test Cases/TC_Login_RigisterUserAndForgotYourPassword/BasicTCs/TC_ForgotPwdInValidEmailValidation,Chrome 86.0.4240.75,,,2021-02-01 16:24:10,2021-02-01 16:24:35,25.217s,PASSED
"excelTestData = findTestData(""Data Files/TestData/InspectTestData"")",Chrome 86.0.4240.75,,,2021-02-01 16:24:10,2021-02-01 16:24:10,0.626s,PASSED
"validationMessage = excelTestData.getValue(2, 12)",Chrome 86.0.4240.75,,,2021-02-01 16:24:10,2021-02-01 16:24:11,0.039s,PASSED
"obj = findTestObject(""LoginAndRigisterUser/LoginLink"")",Chrome 86.0.4240.75,,,2021-02-01 16:24:11,2021-02-01 16:24:11,0.084s,PASSED
"forgotPwd = findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwd"")",Chrome 86.0.4240.75,,,2021-02-01 16:24:11,2021-02-01 16:24:11,0.065s,PASSED
"ForgotPwdSubmitBtn = findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwdSubmitBtn"")",Chrome 86.0.4240.75,,,2021-02-01 16:24:11,2021-02-01 16:24:11,0.065s,PASSED
customKeywords.commanFunctions.openBrowser(),Chrome 86.0.4240.75,,,2021-02-01 16:24:11,2021-02-01 16:24:30,18.810s,PASSED
"waitForElementClickable(findTestObject(""LoginAndRigisterUser/LoginLink""), TimeOut)",Chrome 86.0.4240.75,,,2021-02-01 16:24:30,2021-02-01 16:24:30,0.402s,PASSED
customKeywords.commanFunctions.clickElementWithJS(obj),Chrome 86.0.4240.75,,,2021-02-01 16:24:30,2021-02-01 16:24:30,0.495s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwd""), TimeOut)",Chrome 86.0.4240.75,,,2021-02-01 16:24:30,2021-02-01 16:24:31,0.557s,PASSED
customKeywords.commanFunctions.clickElementWithJS(forgotPwd),Chrome 86.0.4240.75,,,2021-02-01 16:24:31,2021-02-01 16:24:32,0.570s,PASSED
str = customKeywords.commanFunctions.getRandomAlphaString(5),Chrome 86.0.4240.75,,,2021-02-01 16:24:32,2021-02-01 16:24:32,0.347s,PASSED
"email = ""test_"" + str + ""@email.com""",Chrome 86.0.4240.75,,,2021-02-01 16:24:32,2021-02-01 16:24:32,0.001s,PASSED
