Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RegisterUser_Regression,Chrome 86.0.4240.75,RegisterUser_Regression,,2021-02-18 23:43:34,2021-02-19 00:04:18,20m - 43.542s,FAILED
,,,,,,,
"Test Cases/UploadDiffFiles_RegisterUser/TC_As a register user, Upload Adobe PhotoShop File and verify Uploded file in Submission Page",Chrome 86.0.4240.75,,,2021-02-18 23:43:36,2021-02-18 23:44:17,41.245s,PASSED
"excelTestData = findTestData(""Data Files/TestData/InspectTestData"")",Chrome 86.0.4240.75,,,2021-02-18 23:43:36,2021-02-18 23:43:37,0.543s,PASSED
"rigisterUN = excelTestData.getValue(6, 23)",Chrome 86.0.4240.75,,,2021-02-18 23:43:37,2021-02-18 23:43:37,0.031s,PASSED
"rigisterPW = excelTestData.getValue(3, 23)",Chrome 86.0.4240.75,,,2021-02-18 23:43:37,2021-02-18 23:43:37,0.001s,PASSED
"customKeywords.commanFunctions.uploadFileOfRegisterUser(309, rigisterUN, rigisterPW)",Chrome 86.0.4240.75,,,2021-02-18 23:43:37,2021-02-18 23:44:14,37.240s,PASSED
customKeywords.commanFunctions.logOutAndcloseBrowser(),Chrome 86.0.4240.75,,,2021-02-18 23:44:14,2021-02-18 23:44:17,3.220s,PASSED
,,,,,,,
"Test Cases/UploadDiffFiles_RegisterUser/TC_As a register user, Upload Basic Audio File and verify Uploded file in Submission Page",Chrome 86.0.4240.75,,,2021-02-18 23:44:17,2021-02-18 23:44:58,40.687s,PASSED
"excelTestData = findTestData(""Data Files/TestData/InspectTestData"")",Chrome 86.0.4240.75,,,2021-02-18 23:44:17,2021-02-18 23:44:17,0.025s,PASSED
"rigisterUN = excelTestData.getValue(2, 23)",Chrome 86.0.4240.75,,,2021-02-18 23:44:17,2021-02-18 23:44:17,0.001s,PASSED
"rigisterPW = excelTestData.getValue(3, 23)",Chrome 86.0.4240.75,,,2021-02-18 23:44:17,2021-02-18 23:44:17,0.000s,PASSED
