Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Suite_LogIn_RigisterUserAndForgotPwd_Module,Chrome 86.0.4240.75,,,2021-02-03 22:46:03,2021-02-03 23:14:20,28m - 17.516s,FAILED
,,,,,,,
"Test Cases/TC_Login_RigisterUserAndForgotYourPassword/BasicTCs/CSP-T74_1.0_As a User, I want to verify that system send me a forget my password link when I request",Chrome 86.0.4240.75,,,2021-02-03 22:46:05,2021-02-03 22:46:37,32.112s,PASSED
"excelTestData = findTestData(""Data Files/TestData/InspectTestData"")",Chrome 86.0.4240.75,,,2021-02-03 22:46:05,2021-02-03 22:46:06,0.734s,PASSED
"validationMessage = excelTestData.getValue(2, 8)",Chrome 86.0.4240.75,,,2021-02-03 22:46:06,2021-02-03 22:46:06,0.039s,PASSED
"obj = findTestObject(""LoginAndRigisterUser/LoginLink"")",Chrome 86.0.4240.75,,,2021-02-03 22:46:06,2021-02-03 22:46:06,0.080s,PASSED
"forgotPwd = findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwd"")",Chrome 86.0.4240.75,,,2021-02-03 22:46:06,2021-02-03 22:46:06,0.065s,PASSED
"ForgotPwdSubmitBtn = findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwdSubmitBtn"")",Chrome 86.0.4240.75,,,2021-02-03 22:46:06,2021-02-03 22:46:06,0.064s,PASSED
customKeywords.commanFunctions.openBrowser(),Chrome 86.0.4240.75,,,2021-02-03 22:46:06,2021-02-03 22:46:27,21.217s,PASSED
"waitForElementClickable(findTestObject(""LoginAndRigisterUser/LoginLink""), TimeOut)",Chrome 86.0.4240.75,,,2021-02-03 22:46:27,2021-02-03 22:46:28,0.618s,PASSED
customKeywords.commanFunctions.clickElementWithJS(obj),Chrome 86.0.4240.75,,,2021-02-03 22:46:28,2021-02-03 22:46:29,1.006s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwd""), TimeOut)",Chrome 86.0.4240.75,,,2021-02-03 22:46:29,2021-02-03 22:46:30,0.415s,PASSED
customKeywords.commanFunctions.clickElementWithJS(forgotPwd),Chrome 86.0.4240.75,,,2021-02-03 22:46:30,2021-02-03 22:46:31,1.139s,PASSED
"sendKeys(findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwd_Email_Input""), AdminUserName)",Chrome 86.0.4240.75,,,2021-02-03 22:46:31,2021-02-03 22:46:31,0.699s,PASSED
customKeywords.commanFunctions.clickElementWithJS(ForgotPwdSubmitBtn),Chrome 86.0.4240.75,,,2021-02-03 22:46:31,2021-02-03 22:46:32,0.940s,PASSED
"verifyTextPresent(validationMessage, false)",Chrome 86.0.4240.75,,,2021-02-03 22:46:32,2021-02-03 22:46:36,3.283s,PASSED
customKeywords.commanFunctions.onlyCloseBrowser(),Chrome 86.0.4240.75,,,2021-02-03 22:46:36,2021-02-03 22:46:37,1.357s,PASSED
,,,,,,,
"Test Cases/TC_Login_RigisterUserAndForgotYourPassword/BasicTCs/CSP-T75_1.0_As a User, I want to verify that System detects incorrect user email when requesting forget my password link",Chrome 86.0.4240.75,,,2021-02-03 22:46:37,2021-02-03 22:47:05,27.743s,PASSED
"excelTestData = findTestData(""Data Files/TestData/InspectTestData"")",Chrome 86.0.4240.75,,,2021-02-03 22:46:37,2021-02-03 22:46:37,0.051s,PASSED
"validationMessage = excelTestData.getValue(2, 12)",Chrome 86.0.4240.75,,,2021-02-03 22:46:37,2021-02-03 22:46:37,0.002s,PASSED
"obj = findTestObject(""LoginAndRigisterUser/LoginLink"")",Chrome 86.0.4240.75,,,2021-02-03 22:46:37,2021-02-03 22:46:37,0.047s,PASSED
"forgotPwd = findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwd"")",Chrome 86.0.4240.75,,,2021-02-03 22:46:37,2021-02-03 22:46:37,0.045s,PASSED
"ForgotPwdSubmitBtn = findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwdSubmitBtn"")",Chrome 86.0.4240.75,,,2021-02-03 22:46:37,2021-02-03 22:46:38,0.045s,PASSED
customKeywords.commanFunctions.openBrowser(),Chrome 86.0.4240.75,,,2021-02-03 22:46:38,2021-02-03 22:46:57,19.517s,PASSED
"waitForElementClickable(findTestObject(""LoginAndRigisterUser/LoginLink""), TimeOut)",Chrome 86.0.4240.75,,,2021-02-03 22:46:57,2021-02-03 22:46:58,0.540s,PASSED
customKeywords.commanFunctions.clickElementWithJS(obj),Chrome 86.0.4240.75,,,2021-02-03 22:46:58,2021-02-03 22:46:59,1.057s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwd""), TimeOut)",Chrome 86.0.4240.75,,,2021-02-03 22:46:59,2021-02-03 22:46:59,0.550s,PASSED
customKeywords.commanFunctions.clickElementWithJS(forgotPwd),Chrome 86.0.4240.75,,,2021-02-03 22:46:59,2021-02-03 22:47:00,0.857s,PASSED
str = customKeywords.commanFunctions.getRandomAlphaString(5),Chrome 86.0.4240.75,,,2021-02-03 22:47:00,2021-02-03 22:47:01,0.675s,PASSED
"email = ""test_"" + str + ""@email.com""",Chrome 86.0.4240.75,,,2021-02-03 22:47:01,2021-02-03 22:47:01,0.001s,PASSED
"sendKeys(findTestObject(""Object Repository/LoginAndRigisterUser/ForgotPwd_Email_Input""), email)",Chrome 86.0.4240.75,,,2021-02-03 22:47:01,2021-02-03 22:47:01,0.724s,PASSED
customKeywords.commanFunctions.clickElementWithJS(ForgotPwdSubmitBtn),Chrome 86.0.4240.75,,,2021-02-03 22:47:01,2021-02-03 22:47:02,0.981s,PASSED
"verifyTextPresent(validationMessage, false)",Chrome 86.0.4240.75,,,2021-02-03 22:47:02,2021-02-03 22:47:03,0.934s,PASSED
customKeywords.commanFunctions.onlyCloseBrowser(),Chrome 86.0.4240.75,,,2021-02-03 22:47:03,2021-02-03 22:47:05,1.320s,PASSED
,,,,,,,
Test Cases/TC_Login_RigisterUserAndForgotYourPassword/BasicTCs/TC_LoginUserWithInValidCredentialsAndVerifyErrorMsg,Chrome 86.0.4240.75,,,2021-02-03 22:47:05,2021-02-03 22:47:34,28.943s,PASSED
"excelTestData = findTestData(""Data Files/TestData/InspectTestData"")",Chrome 86.0.4240.75,,,2021-02-03 22:47:05,2021-02-03 22:47:05,0.042s,PASSED
"validationMessage = excelTestData.getValue(2, 4)",Chrome 86.0.4240.75,,,2021-02-03 22:47:05,2021-02-03 22:47:05,0.001s,PASSED
"obj = findTestObject(""LoginAndRigisterUser/LoginLink"")",Chrome 86.0.4240.75,,,2021-02-03 22:47:05,2021-02-03 22:47:05,0.047s,PASSED
"LoginBtn = findTestObject(""Object Repository/LoginAndRigisterUser/LoginBtn"")",Chrome 86.0.4240.75,,,2021-02-03 22:47:05,2021-02-03 22:47:05,0.044s,PASSED
customKeywords.commanFunctions.openBrowser(),Chrome 86.0.4240.75,,,2021-02-03 22:47:05,2021-02-03 22:47:25,20.175s,PASSED
"waitForElementClickable(findTestObject(""LoginAndRigisterUser/LoginLink""), TimeOut)",Chrome 86.0.4240.75,,,2021-02-03 22:47:25,2021-02-03 22:47:26,0.481s,PASSED
customKeywords.commanFunctions.clickElementWithJS(obj),Chrome 86.0.4240.75,,,2021-02-03 22:47:26,2021-02-03 22:47:27,1.038s,PASSED
strOne = customKeywords.commanFunctions.getRandomAlphaString(5),Chrome 86.0.4240.75,,,2021-02-03 22:47:27,2021-02-03 22:47:27,0.631s,PASSED
"email = ""test_"" + strOne + ""@email.com""",Chrome 86.0.4240.75,,,2021-02-03 22:47:27,2021-02-03 22:47:27,0.001s,PASSED
str = customKeywords.commanFunctions.getRandomAlphaString(5),Chrome 86.0.4240.75,,,2021-02-03 22:47:27,2021-02-03 22:47:28,0.599s,PASSED
"password = ""Test@"" + str",Chrome 86.0.4240.75,,,2021-02-03 22:47:28,2021-02-03 22:47:28,0.000s,PASSED
"sendKeys(findTestObject(""Object Repository/LoginAndRigisterUser/UserName_Email_Input""), email)",Chrome 86.0.4240.75,,,2021-02-03 22:47:28,2021-02-03 22:47:29,0.571s,PASSED
"sendKeys(findTestObject(""Object Repository/LoginAndRigisterUser/Password_Input""), password)",Chrome 86.0.4240.75,,,2021-02-03 22:47:29,2021-02-03 22:47:29,0.690s,PASSED
"waitForElementClickable(LoginBtn, TimeOut)",Chrome 86.0.4240.75,,,2021-02-03 22:47:29,2021-02-03 22:47:30,0.559s,PASSED
