Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PublicUser_URL,Firefox 85.0,PublicUser_URL,,2021-02-19 00:04:33,2021-02-19 00:05:40,1m - 7.614s,FAILED
,,,,,,,
"Test Cases/UploadDiffURLs_PublicUser/TC_As a public user, Successfully submit the URL",Firefox 85.0,,,2021-02-19 00:04:34,2021-02-19 00:04:52,17.596s,PASSED
"excelTestData = findTestData(""Data Files/TestData/InspectTestData"")",Firefox 85.0,,,2021-02-19 00:04:34,2021-02-19 00:04:35,0.557s,PASSED
"sampleURL = excelTestData.getValue(2, 370)",Firefox 85.0,,,2021-02-19 00:04:35,2021-02-19 00:04:35,0.025s,PASSED
"userEmail = excelTestData.getValue(6, 23)",Firefox 85.0,,,2021-02-19 00:04:35,2021-02-19 00:04:35,0.001s,PASSED
"customKeywords.commanFunctions.enterURLOfPublicUser(sampleURL, userEmail)",Firefox 85.0,,,2021-02-19 00:04:35,2021-02-19 00:04:51,15.810s,PASSED
customKeywords.commanFunctions.onlyCloseBrowser(),Firefox 85.0,,,2021-02-19 00:04:51,2021-02-19 00:04:52,1.028s,PASSED
,,,,,,,
"Test Cases/UploadDiffURLs_PublicUser/TC_As a public user, Successfully submit the URLWithPathParameters",Firefox 85.0,,,2021-02-19 00:04:52,2021-02-19 00:05:08,16.240s,PASSED
"excelTestData = findTestData(""Data Files/TestData/InspectTestData"")",Firefox 85.0,,,2021-02-19 00:04:52,2021-02-19 00:04:52,0.032s,PASSED
"sampleURL = excelTestData.getValue(2, 374)",Firefox 85.0,,,2021-02-19 00:04:52,2021-02-19 00:04:52,0.001s,PASSED
"userEmail = excelTestData.getValue(6, 23)",Firefox 85.0,,,2021-02-19 00:04:52,2021-02-19 00:04:52,0.000s,PASSED
"customKeywords.commanFunctions.enterURLOfPublicUser(sampleURL, userEmail)",Firefox 85.0,,,2021-02-19 00:04:52,2021-02-19 00:05:07,15.193s,PASSED
customKeywords.commanFunctions.onlyCloseBrowser(),Firefox 85.0,,,2021-02-19 00:05:07,2021-02-19 00:05:08,0.933s,PASSED
,,,,,,,
"Test Cases/UploadDiffURLs_PublicUser/TC_As a public user, Successfully submit the URLWithQueryParameters",Firefox 85.0,,,2021-02-19 00:05:08,2021-02-19 00:05:24,16.219s,PASSED
"excelTestData = findTestData(""Data Files/TestData/InspectTestData"")",Firefox 85.0,,,2021-02-19 00:05:08,2021-02-19 00:05:08,0.023s,PASSED
"sampleURL = excelTestData.getValue(2, 378)",Firefox 85.0,,,2021-02-19 00:05:08,2021-02-19 00:05:08,0.001s,PASSED
"userEmail = excelTestData.getValue(6, 23)",Firefox 85.0,,,2021-02-19 00:05:08,2021-02-19 00:05:08,0.001s,PASSED
"customKeywords.commanFunctions.enterURLOfPublicUser(sampleURL, userEmail)",Firefox 85.0,,,2021-02-19 00:05:08,2021-02-19 00:05:23,15.179s,PASSED
customKeywords.commanFunctions.onlyCloseBrowser(),Firefox 85.0,,,2021-02-19 00:05:23,2021-02-19 00:05:24,0.937s,PASSED
,,,,,,,
"Test Cases/UploadDiffURLs_PublicUser/TC_As public user , Trigger URL validation with invalid formats",Firefox 85.0,,,2021-02-19 00:05:24,2021-02-19 00:05:40,16.166s,FAILED
customKeywords.commanFunctions.openBrowser(),Firefox 85.0,,,2021-02-19 00:05:24,2021-02-19 00:05:35,10.607s,PASSED
"excelTestData = findTestData(""Data Files/TestData/InspectTestData"")",Firefox 85.0,,,2021-02-19 00:05:35,2021-02-19 00:05:35,0.026s,PASSED
"click(findTestObject(""Object Repository/PublicUserHomePage/UrlTab""))",Firefox 85.0,,,2021-02-19 00:05:35,2021-02-19 00:05:35,0.506s,PASSED
"ErrorValidationMessage = excelTestData.getValue(3, 42)",Firefox 85.0,,,2021-02-19 00:05:35,2021-02-19 00:05:35,0.002s,PASSED
"for ([i = 42, i <= 46, (i++)])",Firefox 85.0,,,2021-02-19 00:05:35,2021-02-19 00:05:39,4.080s,FAILED
Start tear down : tearDownMethodIfFailed,Firefox 85.0,,,2021-02-19 00:05:39,2021-02-19 00:05:40,0.860s,PASSED
